scan_index,x_m,y_m,method,strict_pose,coarse_clear,screened_pass,max_speed,max_step,max_acceleration,max_position_error_m,max_rotation_error_rad,joint_limit_ok,max_speed_joint,min_joint_margin_rad,optimizer_success
1424,0.7000000000000001,0.04,selected,True,True,True,9.310691832147917,0.07758909860123264,195.2614265408009,8.241586341651565e-15,6.729009393008898e-14,True,3,0.9093698669882331,
1425,0.72,0.04,baseline,True,True,False,11.02036509305897,0.09183637577549142,251.59257381165105,3.348266171397774e-15,3.631404477320311e-14,True,3,1.275592008373775,
1425,0.72,0.04,local,True,True,False,11.02036509305897,0.09183637577549142,251.59257381165105,3.348266171397774e-15,3.631404477320311e-14,True,3,1.275592008373775,
1425,0.72,0.04,multistart,True,False,False,1.8920180861248959,0.015766817384374132,134.93641125221458,2.2244408036907217e-14,1.1030687597367129e-13,True,3,0.9433850593506286,
1425,0.72,0.04,graph,True,False,False,1.8920180861246827,0.015766817384372356,134.9364112520803,3.3807157026244624e-15,1.3679214079616736e-14,True,3,1.2755920083737802,
1425,0.72,0.04,best,True,False,False,1.8920180861246827,0.015766817384372356,134.9364112520803,3.3807157026244624e-15,1.3679214079616736e-14,True,3,1.2755920083737802,
1425,0.72,0.04,screened_graph,True,True,True,9.278250743116487,0.0773187561926374,197.75767644545834,6.199768709484019e-15,5.912999519871381e-14,True,3,1.2755920083737764,
1425,0.72,0.04,screened_best,True,True,True,9.278250743115954,0.07731875619263295,197.75767644546463,2.627056434674716e-15,4.379269803858838e-14,True,3,0.16629888559956996,
1425,0.72,0.04,bounded_attempt,True,True,True,9.278250553468936,0.07731875461224114,197.75767946883818,3.782863895583484e-12,1.823081172893422e-10,True,3,0.1662988855907237,True
1425,0.72,0.04,selected,True,True,True,9.278250553468936,0.07731875461224114,197.75767946883818,3.782863895583484e-12,1.823081172893422e-10,True,3,0.1662988855907237,True
1445,0.4,0.06,baseline,True,True,False,17.13837061986788,0.14281975516556566,365.62059318310014,5.76687210148907e-15,5.466862079600303e-14,True,3,0.05713597795409253,
1445,0.4,0.06,local,True,True,False,17.13837061986788,0.14281975516556566,365.62059318310014,5.76687210148907e-15,5.466862079600303e-14,True,3,0.05713597795409253,
1445,0.4,0.06,multistart,True,False,False,2.6483996120392206,0.022069996766993505,125.64225262806943,7.071441041987671e-15,5.40202412112789e-14,True,1,0.05713597795409209,
1445,0.4,0.06,graph,True,False,False,2.6483996120393805,0.022069996766994837,125.64225262806943,6.3223424422708e-15,6.96327388376296e-14,True,1,0.05713597795409209,
1445,0.4,0.06,best,True,False,False,2.6483996120392206,0.022069996766993505,125.64225262806943,7.071441041987671e-15,5.40202412112789e-14,True,1,0.05713597795409209,
1445,0.4,0.06,screened_graph,True,True,False,11.846048860039069,0.09871707383365891,268.9609299956615,1.6793436783175856e-14,1.9749294786543096e-13,True,3,0.05713597795409253,
1445,0.4,0.06,screened_best,True,True,False,11.846048860038257,0.09871707383365214,268.96092999566747,2.0616257199141842e-14,2.3412885788175697e-13,True,3,0.05713597795424441,
1445,0.4,0.06,bounded_attempt,False,True,False,9.999999999999991,0.08333333333333326,325.620186009693,0.000196558044275278,0.006082319016254324,True,3,0.05713597795408587,True
1445,0.4,0.06,selected,True,True,False,11.846048860038257,0.09871707383365214,268.96092999566747,2.0616257199141842e-14,2.3412885788175697e-13,True,3,0.05713597795424441,
