acceleration_limit_ok,coarse_collision_edges,coarse_collision_frames,constraint_failure_frames,constraints_met,evaluated_poses,first_constraint_failure_frame,first_unaccepted_frame,full_path_evaluated,index,initial_q,joint_limit_ok,max_evaluated_acceleration_rad_s2,max_evaluated_orientation_error_deg,max_evaluated_position_error_mm,max_evaluated_speed_rad_s,max_evaluated_step_rad,min_evaluated_axis_separation_deg,mode,optimizer_all_accepted,reset_branch,reset_geometric_count,solver_s,solver_status_counts,status,unaccepted_frames,velocity_limit_ok,x_m,y_m
True,[],[],[],True,149,-1,5,True,52,"[-0.41696321455959545, 0.772664387719034, 1.2065968468599435, 1.4810608605761142, 0.7389024635429453, -2.089330683367687]",True,138.33089927394866,0.05723848426719711,0.09990000563563997,2.5627347571212233,0.021356122976010194,25.526624295588164,strict,False,"[0, 0, 0]",8,1.3992549309805327,"{'0': 135, '8': 13}",optimizer_failure,"[5, 10, 12, 28, 62, 65, 70, 99, 117, 119, 126, 140, 146]",True,0.7000000000000001,-0.1
True,[],[],[],True,149,-1,145,True,52,"[-0.41696321455959545, 0.772664387719034, 1.2065968468599435, 1.4810608605761142, 0.7389024635429453, -2.089330683367687]",True,79.22158026193671,2.8619241875037575,4.995000041943314,2.378706042371279,0.019822550353093993,24.883996082121307,relaxed,False,"[0, 0, 0]",8,0.3294459050102887,"{'0': 147, '8': 1}",optimizer_failure,[145],True,0.7000000000000001,-0.1
True,[],[],[17],False,18,17,2,False,53,"[-0.35029431031770875, 1.1922211784438317, 0.48795180127099635, 1.1623808063668166, 0.7501563584318812, -1.6360942298901724]",True,249.99999999432808,0.05983215729140681,0.11374283439808584,5.3844177067059045,0.044870147555882534,42.96684920512841,strict,False,"[0, 0, 0]",8,0.21009296700140112,"{'0': 14, '8': 3}",constraint_failure,"[2, 9, 17]",True,0.8,-0.1
True,[],[],[13],False,14,13,13,False,53,"[-0.35029431031770875, 1.1922211784438317, 0.48795180127099635, 1.1623808063668166, 0.7501563584318812, -1.6360942298901724]",True,249.99999999836362,2.86770680233059,5.076305344908887,2.3818161424247197,0.01984846785353933,40.998439690827325,relaxed,False,"[0, 0, 0]",8,0.09994366600039939,"{'0': 12, '8': 1}",constraint_failure,[13],True,0.8,-0.1
,,,,False,0,,,False,54,,,,,,,,,strict,False,,0,,,reset_unsolved,,,0.9,-0.1
,,,,False,0,,,False,54,,,,,,,,,relaxed,False,,0,,,reset_unsolved,,,0.9,-0.1
,,,,False,0,,,False,55,,,,,,,,,strict,False,,0,,,reset_unsolved,,,1.0,-0.1
,,,,False,0,,,False,55,,,,,,,,,relaxed,False,,0,,,reset_unsolved,,,1.0,-0.1
,,,,False,0,,,False,56,,,,,,,,,strict,False,,0,,,reset_unsolved,,,0.30000000000000004,0.0
,,,,False,0,,,False,56,,,,,,,,,relaxed,False,,0,,,reset_unsolved,,,0.30000000000000004,0.0
